name,type,star_rating,review_sum,address,time_info,contact
청담동포장마차,요리주점,정보 없음,115,서울 서대문구 연세로4길 25,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '16:30 - 02:00'], ['화', '16:30 - 02:00'], ['수', '16:30 - 02:00'], ['목', '16:30 - 02:00'], ['금', '16:30 - 02:00'], ['토', '16:30 - 02:00']]",02-363-4377
디퍼 루프탑,"맥주,호프",4.49,887,서울 마포구 와우산로38길 4 2층,"[['영업 중', '23:00에 라스트오더', '23시 0분에 라스트오더'], ['일', '12:00 - 24:00', '23:00 라스트오더'], ['월', '15:00 - 01:00', '00:00 라스트오더'], ['화', '15:00 - 01:00', '00:00 라스트오더'], ['수', '15:00 - 01:00', '00:00 라스트오더'], ['목', '15:00 - 01:00', '00:00 라스트오더'], ['금', '15:00 - 02:00', '01:00 라스트오더'], ['토', '12:00 - 02:00', '01:00 라스트오더'], ['- 타임이벤트 평일18시,주말16시까지 생맥주1500원할인']]",0507-1391-0321
수지상회 신촌점,요리주점,정보 없음,134,서울 서대문구 연세로7길 13 2층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['일', '17:00 - 05:00'], ['월', '17:00 - 05:00'], ['화', '17:00 - 05:00'], ['수', '17:00 - 05:00'], ['목', '17:00 - 05:00'], ['금', '17:00 - 06:00'], ['토', '17:00 - 06:00']]",0507-1483-1330
아무술집 신촌점,"맥주,호프",4.28,214,서울 서대문구 연세로7길 21 1층 아무술집,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '17:00 - 03:00']]",0507-1481-8016
사케즈키,이자카야,4.85,207,서울 서대문구 연세로7길 23 2층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '18:00 - 24:00', '23:00 라스트오더'], ['화', '18:00 - 24:00', '23:00 라스트오더'], ['수', '18:00 - 24:00', '23:00 라스트오더'], ['목', '18:00 - 24:00', '23:00 라스트오더'], ['금', '18:00 - 01:00', '00:00 라스트오더'], ['토', '18:00 - 01:00', '00:00 라스트오더']]",0507-1313-0841
역전포장마차 신촌점,술집,정보 없음,222,서울 서대문구 연세로7길 26 2층,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['일', '17:00 - 01:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 02:00'], ['토', '17:00 - 03:00'], ['- 재료소진시까지 재료소진시 마감']]",0507-1343-3323
김씨네심야식당,이자카야,4.53,786,서울 마포구 와우산로3길 28,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '18:00 - 03:00', '02:00 라스트오더'], ['화', '18:00 - 03:00', '02:00 라스트오더'], ['수', '18:00 - 03:00', '02:00 라스트오더'], ['목', '18:00 - 03:00', '02:00 라스트오더'], ['금', '18:00 - 03:00', '02:00 라스트오더'], ['토', '17:00 - 03:00', '02:00 라스트오더'], ['- 매월 세번째 월요일 추가휴무']]",02-6339-1366
신촌에가면 광대포차,요리주점,정보 없음,114,서울 서대문구 연세로7안길 19 1층,"[['영업 중', '04:00에 라스트오더', '4시 0분에 라스트오더'], ['매일', '17:00 - 05:00', '04:00 라스트오더']]",0507-1368-1407
오늘와인한잔 신촌역점,와인,4.58,901,서울 서대문구 연세로5나길 8,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['일', '16:00 - 02:00'], ['월', '17:00 - 02:00'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '16:00 - 03:00'], ['토', '16:00 - 03:00']]",02-3144-4971
라운지목화 신촌관,요리주점,정보 없음,56,서울 서대문구 연세로7안길 14 1층,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['일', '16:00 - 02:00', '01:00 라스트오더'], ['월', '17:00 - 02:00', '01:00 라스트오더'], ['화', '17:00 - 02:00', '01:00 라스트오더'], ['수', '17:00 - 02:00', '01:00 라스트오더'], ['목', '17:00 - 02:00', '01:00 라스트오더'], ['금', '17:00 - 03:00', '02:00 라스트오더'], ['토', '16:00 - 03:00', '02:00 라스트오더']]",0507-1368-3341
기중상점,요리주점,4.57,114,서울 서대문구 연세로7안길 18 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['일', '17:00 - 03:00'], ['월', '17:00 - 03:00'], ['화', '17:00 - 03:00'], ['수', '17:00 - 03:00'], ['목', '17:00 - 03:00'], ['금', '18:00 - 05:00'], ['토', '18:00 - 05:00']]",0507-1468-0989
미식가주택,요리주점,정보 없음,728,서울 마포구 와우산로 15-5 1층,"[['영업 중', '22:00에 라스트오더', '22시 0분에 라스트오더'], ['일', '17:00 - 23:00', '22:00 라스트오더'], ['월', '18:00 - 24:00', '23:00 라스트오더'], ['화', '18:00 - 24:00', '23:00 라스트오더'], ['수', '18:00 - 24:00', '23:00 라스트오더'], ['목', '18:00 - 24:00', '23:00 라스트오더'], ['금', '18:00 - 24:00', '23:00 라스트오더'], ['토', '17:00 - 23:00', '22:00 라스트오더']]",0507-1329-9808
프라이빗 신촌점,요리주점,정보 없음,225,서울 서대문구 연세로9길 10-1 2층,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['일', '17:00 - 03:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00']]",0507-1441-1665
교토우마이,이자카야,정보 없음,166,서울 서대문구 연세로5가길 19 2층 교토우마이,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:30 - 24:00', '23:00 라스트오더'], ['화', '17:30 - 24:00', '23:00 라스트오더'], ['수', '17:30 - 24:00', '23:00 라스트오더'], ['목', '17:30 - 24:00', '23:00 라스트오더'], ['금', '17:30 - 02:00', '01:00 라스트오더'], ['토', '17:30 - 02:00', '01:00 라스트오더']]",0507-1315-2816
장미맨숀 신촌점,요리주점,4.51,314,서울 서대문구 연세로5가길 8-6 2층 장미맨숀 신촌점,"[['영업 중', '01:30에 라스트오더', '1시 30분에 라스트오더'], ['일', '17:00 - 02:00', '01:30 라스트오더'], ['월', '17:00 - 02:00', '01:30 라스트오더'], ['화', '17:00 - 02:00', '01:30 라스트오더'], ['수', '17:00 - 02:00', '01:30 라스트오더'], ['목', '17:00 - 02:00', '01:30 라스트오더'], ['금', '17:00 - 03:00', '02:30 라스트오더'], ['토', '17:00 - 03:00', '02:30 라스트오더']]",0507-1314-3143
건어물녀,"맥주,호프",4.23,769,서울 마포구 양화로21길 33,"[['영업 중', '04:00에 영업 종료', '4시 0분에 영업 종료'], ['일', '14:00 - 04:00'], ['월', '14:00 - 04:00'], ['화', '14:00 - 04:00'], ['수', '14:00 - 04:00'], ['목', '14:00 - 04:00'], ['금', '14:00 - 05:00'], ['토', '14:00 - 05:00']]",0507-1406-3671
서른즈음에,"맥주,호프",4.32,142,서울 서대문구 연세로7안길 35 2층 서른즈음에,"[['영업 중', '01:30에 영업 종료', '1시 30분에 영업 종료'], ['매일', '18:00 - 01:30']]",0507-1362-3438
술수,요리주점,정보 없음,173,서울 마포구 백범로16안길 25 1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '16:00 - 24:00', '23:00 라스트오더'], ['화', '16:00 - 24:00', '23:00 라스트오더'], ['수', '16:00 - 24:00', '23:00 라스트오더'], ['목', '16:00 - 24:00', '23:00 라스트오더'], ['금', '16:00 - 24:00', '23:00 라스트오더'], ['토', '16:00 - 24:00', '23:00 라스트오더'], ['- 매일 4시부터 문을 열고 일요일에는 닫습니다.']]",0507-1415-1984
플래시백,바(BAR),정보 없음,282,서울 마포구 양화로21길 37 2층,"[['영업 중', '23:30에 라스트오더', '23시 30분에 라스트오더'], ['일', '13:00 - 24:00', '23:30 라스트오더'], ['월', '14:00 - 01:00', '00:30 라스트오더'], ['화', '14:00 - 01:00', '00:30 라스트오더'], ['수', '14:00 - 01:00', '00:30 라스트오더'], ['목', '14:00 - 01:00', '00:30 라스트오더'], ['금', '14:00 - 02:00', '01:30 라스트오더'], ['토', '13:00 - 02:00', '01:30 라스트오더']]",0507-1392-5885
수달산장,요리주점,정보 없음,251,서울 마포구 와우산로37길 1 1층 / 1지층,"[['영업 중', '23:30에 라스트오더', '23시 30분에 라스트오더'], ['매일', '15:00 - 24:00', '23:30 라스트오더']]",0507-1328-2899
미스터리,"맥주,호프",4.74,131,서울 서대문구 연세로7안길 41 지하1층,"[['영업 중', '23:00에 라스트오더', '23시 0분에 라스트오더'], ['일', '17:45 - 24:00', '23:00 라스트오더'], ['월', '17:45 - 24:00', '23:00 라스트오더'], ['화', '17:45 - 24:00', '23:00 라스트오더'], ['수', '17:45 - 24:00', '23:00 라스트오더'], ['목', '17:45 - 24:00', '23:00 라스트오더'], ['금', '17:45 - 24:00', '23:00 라스트오더'], ['토', '17:45 - 24:00', '23:00 라스트오더']]",02-336-2472
하노이맥주밤거리 신촌점,요리주점,정보 없음,93,서울 서대문구 연세로7안길 10-1 1-2층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '17:00 - 05:00']]",0507-1345-8106
콘티키빠,요리주점,4.94,414,서울 마포구 동교로 227-1 지하 1층,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['일', '17:00 - 02:00', '01:00 라스트오더'], ['월', '17:00 - 02:00', '01:00 라스트오더'], ['화', '17:00 - 02:00', '01:00 라스트오더'], ['수', '17:00 - 02:00', '01:00 라스트오더'], ['목', '17:00 - 02:00', '01:00 라스트오더'], ['금', '17:00 - 03:00', '02:00 라스트오더'], ['토', '17:00 - 03:00', '02:00 라스트오더']]",010-2105-3760
투비위드유,"맥주,호프",4.73,106,서울 서대문구 연세로9길 17 지하1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '19:00 - 24:00'], ['화', '19:00 - 24:00'], ['수', '19:00 - 24:00'], ['목', '19:00 - 24:00'], ['금', '19:00 - 24:00'], ['토', '19:00 - 24:00']]",010-3168-2826
연어꽃,요리주점,정보 없음,634,서울 서대문구 연세로9길 37 1층,"[['오늘 휴무', '07/23 휴무', '07/23 휴무'], ['일(7/23)', '휴무'], ['월(7/24)', '휴무'], ['화(7/25)', '휴무'], ['수(7/26)', '휴무'], ['목(7/27)', '휴무'], ['금(7/28)', '휴무'], ['토(7/29)', '휴무'], ['07/01-08/31 휴무']]",0507-1483-4323
이자카야 연정,이자카야,4.82,581,서울 마포구 양화로23길 24 2층 일부,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['일', '16:00 - 03:00'], ['월', '16:00 - 02:00'], ['화', '16:00 - 02:00'], ['수', '16:00 - 02:00'], ['목', '16:00 - 02:00'], ['금', '16:00 - 03:00'], ['토', '16:00 - 03:00']]",0507-1370-9339
역전포장마차 홍대점,술집,4.64,955,서울 마포구 양화로 183 지하1층,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['일', '16:00 - 24:00'], ['월', '16:00 - 24:00'], ['화', '16:00 - 24:00'], ['수', '16:00 - 24:00'], ['목', '16:00 - 24:00'], ['금', '16:00 - 24:00'], ['토', '16:00 - 02:00']]",0507-1376-3340
금별맥주 신촌점,"맥주,호프",4.43,1185,서울 서대문구 연세로11길 14 1층,"[['영업 중', '05:00에 영업 종료', '5시 0분에 영업 종료'], ['매일', '15:00 - 05:00']]",02-336-5071
우리들의공간,요리주점,4.28,99,서울 서대문구 연세로2길 101-10,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['매일', '17:00 - 01:00']]",02-365-6030
루프탑 투게더,"맥주,호프",정보 없음,118,서울 마포구 양화로21길 31 4층,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['일', '17:00 - 02:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 02:00'], ['토', '17:00 - 02:00']]",0507-1365-8624
산울림1992,요리주점,4.45,1428,서울 마포구 서강로9길 60 산울림1992,"[['영업 중', '22:00에 라스트오더', '22시 0분에 라스트오더'], ['일', '15:00 - 23:00', '22:00 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 24:00', '23:00 라스트오더'], ['수', '17:00 - 24:00', '23:00 라스트오더'], ['목', '17:00 - 24:00', '23:00 라스트오더'], ['금', '17:00 - 01:00', '00:00 라스트오더'], ['토', '17:00 - 01:00', '00:00 라스트오더']]",0507-1417-0352
똥꼬하우스,포장마차,4.03,134,서울 서대문구 연세로7안길 32 1층 똥꼬하우스,"[['영업 중', '03:00에 영업 종료', '3시 0분에 영업 종료'], ['매일', '17:00 - 03:00']]",02-365-2611
너스레,술집,4.59,593,서울 서대문구 이화여대7길 22,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 24:00', '23:00 라스트오더'], ['화', '17:00 - 24:00', '23:00 라스트오더'], ['수', '17:00 - 24:00', '23:00 라스트오더'], ['목', '17:00 - 24:00', '23:00 라스트오더'], ['금', '17:00 - 24:00', '23:00 라스트오더'], ['토', '17:00 - 24:00', '23:00 라스트오더'], ['- 공휴일엔 11시까지 영업합니다']]",02-364-2221
용용선생 신촌점,요리주점,정보 없음,756,서울 서대문구 연세로7길 20 1층,"[['영업 중', '01:15에 라스트오더', '1시 15분에 라스트오더'], ['일', '16:30 - 02:00', '01:15 라스트오더'], ['월', '17:00 - 02:00', '01:15 라스트오더'], ['화', '17:00 - 02:00', '01:15 라스트오더'], ['수', '17:00 - 02:00', '01:15 라스트오더'], ['목', '17:00 - 02:00', '01:15 라스트오더'], ['금', '17:00 - 02:00', '01:15 라스트오더'], ['토', '16:30 - 02:00', '01:15 라스트오더']]",02-336-5261
헤븐,"맥주,호프",정보 없음,87,서울 서대문구 연세로5나길 14 1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '14:00 - 01:00'], ['화', '14:00 - 01:00'], ['수', '14:00 - 01:00'], ['목', '14:00 - 02:00'], ['금', '14:00 - 02:00'], ['토', '14:00 - 02:00']]",070-7585-8413
명성관,바(BAR),4.48,502,서울 마포구 와우산로3길 32,"[['영업 중', '00:00에 라스트오더', '0시 0분에 라스트오더'], ['일', '17:00 - 01:00', '00:00 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '정기휴무 (매주 화요일)'], ['수', '18:00 - 01:00', '00:00 라스트오더'], ['목', '18:00 - 01:00', '00:00 라스트오더'], ['금', '18:00 - 01:00', '00:00 라스트오더'], ['토', '17:00 - 01:00', '00:00 라스트오더']]",0507-1371-7456
심야식당하스,이자카야,4.45,736,서울 마포구 연희로1길 19,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['일', '16:00 - 01:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 02:00'], ['토', '16:00 - 02:00']]",070-8888-0198
꿀뱅이,요리주점,4.62,258,서울 마포구 동교로 212-5 1층,"[['오늘 휴무', '매주 일요일 휴무', '매주 일요일 휴무'], ['일', '정기휴무 (매주 일요일)'], ['월', '17:00 - 24:00', '23:00 라스트오더'], ['화', '17:00 - 24:00', '23:00 라스트오더'], ['수', '17:00 - 24:00', '23:00 라스트오더'], ['목', '17:00 - 24:00', '23:00 라스트오더'], ['금', '17:00 - 24:00', '23:00 라스트오더'], ['토', '17:00 - 24:00', '23:00 라스트오더']]",0507-1316-2024
라이프롱드림 코지라운지,바(BAR),4.81,353,서울 서대문구 연세로7길 21 B1층,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['일', '18:00 - 02:00'], ['월', '18:00 - 02:00'], ['화', '18:00 - 02:00'], ['수', '18:00 - 02:00'], ['목', '18:00 - 02:00'], ['금', '18:00 - 03:00'], ['토', '18:00 - 03:00']]",0507-1323-1780
연남옥탑,"맥주,호프",4,442,서울 마포구 양화로23길 28 4층,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['일', '15:00 - 01:00'], ['월', '16:00 - 01:00'], ['화', '16:00 - 01:00'], ['수', '16:00 - 01:00'], ['목', '16:00 - 01:00'], ['금', '15:00 - 02:00'], ['토', '15:00 - 02:00']]",010-8399-9377
신촌정직한족발,"족발,보쌈",정보 없음,28,서울 서대문구 연세로7안길 51 1층,"[['영업 중', '01:00에 라스트오더', '1시 0분에 라스트오더'], ['매일', '16:00 - 02:00', '01:00 라스트오더']]",0507-1365-4346
역전포장마차 신촌점,술집,정보 없음,222,서울 서대문구 연세로7길 26 2층,"[['영업 중', '01:00에 영업 종료', '1시 0분에 영업 종료'], ['일', '17:00 - 01:00'], ['월', '17:00 - 01:00'], ['화', '17:00 - 01:00'], ['수', '17:00 - 01:00'], ['목', '17:00 - 01:00'], ['금', '17:00 - 02:00'], ['토', '17:00 - 03:00'], ['- 재료소진시까지 재료소진시 마감']]",0507-1343-3323
쿠마네꼬치,이자카야,4.44,360,서울 서대문구 연세로9길 22,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['일', '17:00 - 02:00'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 02:00'], ['토', '17:00 - 02:00']]",정보 없음
술로름,요리주점,정보 없음,135,서울 마포구 양화로21길 33 B1,"[['영업 중', '00:00에 라스트오더', '0시 0분에 라스트오더'], ['일', '16:00 - 01:00', '00:00 라스트오더'], ['월', '16:00 - 01:00', '00:00 라스트오더'], ['화', '16:00 - 01:00', '00:00 라스트오더'], ['수', '16:00 - 01:00', '00:00 라스트오더'], ['목', '16:00 - 01:00', '00:00 라스트오더'], ['금', '16:00 - 02:00', '01:00 라스트오더'], ['토', '16:00 - 02:00', '01:00 라스트오더']]",0507-1397-3412
브릭스5221맥주 신촌점,"맥주,호프",4.65,979,서울 서대문구 연세로9길 10-3,"[['영업 중', '01:25에 라스트오더', '1시 25분에 라스트오더'], ['일', '16:00 - 01:30', '01:25 라스트오더'], ['월', '정기휴무 (매주 월요일)'], ['화', '17:00 - 00:30', '00:25 라스트오더'], ['수', '17:00 - 00:30', '00:25 라스트오더'], ['목', '17:00 - 00:30', '00:25 라스트오더'], ['금', '16:00 - 01:30', '01:25 라스트오더'], ['토', '16:00 - 01:30', '01:25 라스트오더']]",0507-1335-7132
쿠시노주방,이자카야,4.39,1410,서울 마포구 동교로 218-1 지하1층 쿠시노주방,"[['영업 중', '23:30에 라스트오더', '23시 30분에 라스트오더'], ['일', '16:00 - 01:00', '23:30 라스트오더'], ['월', '16:00 - 01:00', '23:30 라스트오더'], ['화', '16:00 - 01:00', '23:30 라스트오더'], ['수', '16:00 - 01:00', '23:30 라스트오더'], ['목', '16:00 - 01:00', '23:30 라스트오더'], ['금', '16:00 - 02:00', '00:30 라스트오더'], ['토', '15:00 - 02:00', '00:30 라스트오더']]",010-7245-0503
주무대,요리주점,4.55,396,서울 마포구 와우산로3길 32,"[['영업 중', '24:00에 영업 종료', '0시 0분에 영업 종료'], ['일', '17:00 - 24:00'], ['월', '17:00 - 24:00'], ['화', '17:00 - 24:00'], ['수', '17:00 - 24:00'], ['목', '17:00 - 24:00'], ['금', '17:00 - 01:00'], ['토', '17:00 - 01:00']]",0507-1440-1221
안테이쿠,이자카야,정보 없음,195,서울 서대문구 연세로11길 22 지하,"[['영업 중', '00:00에 라스트오더', '0시 0분에 라스트오더'], ['일', '17:00 - 01:00', '00:00 라스트오더'], ['월', '17:00 - 01:00', '00:00 라스트오더'], ['화', '17:00 - 01:00', '00:00 라스트오더'], ['수', '17:00 - 01:00', '00:00 라스트오더'], ['목', '17:00 - 01:00', '00:00 라스트오더'], ['금', '17:00 - 02:00', '01:00 라스트오더'], ['토', '17:00 - 02:00', '01:00 라스트오더']]",0507-1329-9677
집시포차,"맥주,호프",정보 없음,467,서울 서대문구 연세로7안길 10 2층,"[['영업 중', '02:00에 영업 종료', '2시 0분에 영업 종료'], ['일', '17:00 - 02:00'], ['월', '17:00 - 02:00'], ['화', '17:00 - 02:00'], ['수', '17:00 - 02:00'], ['목', '17:00 - 02:00'], ['금', '17:00 - 03:00'], ['토', '17:00 - 03:00']]",0507-1343-1497
